Amethysta-Regular,X
Barlow-Bold,X
0.44605255126953125,0.6461570262908936
0.0017076192889362574,0.014709117822349072
0.37151506543159485,-0.5528528094291687
0.46142148971557617,-0.5790468454360962
0.29568079113960266,-0.5597566962242126
0.3513602316379547,-0.5250799059867859
0.2884331941604614,-0.41729047894477844
0.15900829434394836,-0.21530340611934662
-0.03547930344939232,0.057284001260995865
-0.2256489396095276,0.33254992961883545
-0.34361740946769714,0.5282837748527527
-0.41575920581817627,0.6025637984275818
-0.5083872079849243,0.6182684898376465
-0.4451674818992615,0.5972632169723511
-0.32801657915115356,0.5943832397460938
-0.3505818843841553,0.5870418548583984
-0.32562288641929626,0.5011153817176819
-0.2064230889081955,0.30084213614463806
-0.07357317954301834,0.10615503042936325
-0.0010239888215437531,0.013539794832468033
-0.019238512963056564,-0.03152765333652496
-0.08689361810684204,-0.11794892698526382
-0.17961302399635315,-0.2626427114009857
-0.2677878737449646,-0.4169386923313141
-0.32751208543777466,-0.5147402882575989
-0.3841153681278229,-0.5600895881652832
-0.45937129855155945,-0.579645037651062
-0.48807787895202637,-0.5839506387710571
-0.4074627459049225,-0.5651552081108093
-0.2986549437046051,-0.5608170032501221
