Amethysta-Regular,X
Barlow-Bold,X
0.4332411587238312,0.6455096006393433
0.0008771044667810202,0.019857846200466156
0.35653603076934814,-0.5338832139968872
0.4416345953941345,-0.5757819414138794
0.3394164443016052,-0.5374845266342163
0.3291938304901123,-0.49845826625823975
0.26817429065704346,-0.39050552248954773
0.136571004986763,-0.1861010491847992
-0.04993494227528572,0.08332373201847076
-0.2282852679491043,0.3485511839389801
-0.3384009599685669,0.5312650799751282
-0.41081908345222473,0.6043879985809326
-0.49651992321014404,0.6241186857223511
-0.4472603499889374,0.607162594795227
-0.36137324571609497,0.594833254814148
-0.3473363220691681,0.554932177066803
-0.264546662569046,0.41581904888153076
-0.14429223537445068,0.21174824237823486
-0.0351286381483078,0.06552698463201523
0.0004817619628738612,0.005169546697288752
-0.02869817614555359,-0.0368809700012207
-0.09166082739830017,-0.12053626775741577
-0.17533232271671295,-0.25265875458717346
-0.25628429651260376,-0.3930445909500122
-0.31260937452316284,-0.4864058196544647
-0.3579377830028534,-0.5342830419540405
-0.412804514169693,-0.5604255199432373
-0.4590516984462738,-0.572779655456543
-0.4491799771785736,-0.568819522857666
-0.37484192848205566,-0.5542508959770203
