Amethysta-Regular,X
Barlow-Bold,X
0.4665031433105469,0.6463865637779236
0.0002818852663040161,0.008581740781664848
0.3898015022277832,-0.5798394680023193
0.4995191693305969,-0.5873438119888306
0.24446210265159607,-0.5907015204429626
0.3746645152568817,-0.5570089817047119
0.30936333537101746,-0.44829463958740234
0.18139714002609253,-0.24590596556663513
-0.024292930960655212,0.03387776389718056
-0.2294744998216629,0.32167866826057434
-0.35447457432746887,0.5300025343894958
-0.43152546882629395,0.6043442487716675
-0.5292842984199524,0.6177105903625488
-0.45030930638313293,0.5930780172348022
-0.29419979453086853,0.5959224104881287
-0.29008933901786804,0.6032059788703918
-0.3790619671344757,0.5605977177619934
-0.277331680059433,0.3996369540691376
-0.12629792094230652,0.16593746840953827
-0.011622624471783638,0.026416078209877014
-0.009866638109087944,-0.029744043946266174
-0.08426731079816818,-0.12146467715501785
-0.1906639188528061,-0.2859070301055908
-0.2880050539970398,-0.4582960605621338
-0.3540939390659332,-0.5552645921707153
-0.43987590074539185,-0.5891221761703491
-0.5189571380615234,-0.6012970209121704
-0.46042537689208984,-0.5858637094497681
-0.3060852289199829,-0.5702996253967285
-0.22467893362045288,-0.5906984806060791
