Lobster-Regular,K
Neucha,K
0.31151947379112244,0.6419481635093689
0.15327879786491394,-0.2028374969959259
0.42776334285736084,-0.6269444227218628
0.5352353453636169,-0.6513895988464355
0.41933032870292664,-0.6083328723907471
0.39636051654815674,-0.5540038347244263
0.3245348334312439,-0.45058515667915344
0.22244109213352203,-0.3259821832180023
0.11684142053127289,-0.1814633458852768
0.03331144526600838,-0.06462234258651733
-0.039477378129959106,-0.01005789265036583
-0.10591601580381393,0.025792177766561508
-0.14270585775375366,0.10449068993330002
-0.17715029418468475,0.2903311848640442
-0.2036312371492386,0.48891836404800415
-0.24320848286151886,0.5766713619232178
-0.30670031905174255,0.6111890077590942
-0.291008323431015,0.602853000164032
-0.23654980957508087,0.5636426210403442
-0.21460764110088348,0.5190660953521729
-0.19397100806236267,0.40411654114723206
-0.1475095897912979,0.14055469632148743
-0.08635880053043365,-0.21159251034259796
-0.044911932200193405,-0.46000245213508606
-0.04494965821504593,-0.5561556816101074
-0.0902353897690773,-0.5905067920684814
-0.09150180220603943,-0.5963876247406006
-0.044740866869688034,-0.5922305583953857
-0.006838613655418158,-0.596878170967102
0.020348232239484787,-0.6023187637329102
