Lobster-Regular,K
Neucha,K
0.3054412305355072,0.6423536539077759
-0.12478400766849518,0.0016849471721798182
0.2770577371120453,-0.5443956851959229
0.3781595826148987,-0.5964571237564087
0.2841520309448242,-0.5457972884178162
0.24077165126800537,-0.4915286600589752
0.17629611492156982,-0.39994171261787415
0.08426060527563095,-0.2910569906234741
0.002745527308434248,-0.18103010952472687
-0.05659329891204834,-0.08162545412778854
-0.11153063923120499,-0.014571462757885456
-0.17699770629405975,0.019191965460777283
-0.2236960381269455,0.04101021587848663
-0.23818449676036835,0.08959995955228806
-0.23909083008766174,0.21175850927829742
-0.2391664832830429,0.387888640165329
-0.23904165625572205,0.5226690769195557
-0.23786243796348572,0.5807392001152039
-0.23795875906944275,0.59527587890625
-0.23837901651859283,0.5886138081550598
-0.23936039209365845,0.567151665687561
-0.23988190293312073,0.5230849385261536
-0.23857234418392181,0.438003271818161
-0.23636871576309204,0.27820003032684326
-0.23583810031414032,0.020576946437358856
-0.23629698157310486,-0.24486422538757324
-0.23522868752479553,-0.4077451527118683
-0.23670411109924316,-0.48173123598098755
-0.23927652835845947,-0.5128624439239502
-0.23911799490451813,-0.5276907086372375
