KoHo-Bold,P
Sarabun-Regular,P
-0.21361953020095825,-0.524034857749939
0.0794435515999794,-0.5230758190155029
0.20217828452587128,-0.5036121010780334
0.27612921595573425,-0.46729907393455505
0.3323360085487366,-0.4101526141166687
0.3718169927597046,-0.32661548256874084
0.38309863209724426,-0.21533513069152832
0.36501947045326233,-0.09218840301036835
0.32480764389038086,-0.0025620292872190475
0.26209989190101624,0.050191402435302734
0.17113880813121796,0.0807514488697052
0.04925643280148506,0.09413789212703705
-0.09663210064172745,0.09780891239643097
-0.21813517808914185,0.0948733314871788
-0.2807775139808655,0.09243679791688919
-0.2952747941017151,0.12491665035486221
-0.29419007897377014,0.22547291219234467
-0.2932888865470886,0.36499151587486267
-0.29316288232803345,0.46935808658599854
-0.29321926832199097,0.5124022960662842
-0.2934492826461792,0.5145738124847412
-0.29358479380607605,0.4920017123222351
-0.2934844195842743,0.44530028104782104
-0.29324156045913696,0.3582614064216614
-0.2929021418094635,0.19859541952610016
-0.29304778575897217,-0.04652960225939751
-0.29193320870399475,-0.27935361862182617
-0.28934603929519653,-0.41188570857048035
-0.2860381603240967,-0.4693866968154907
-0.27729421854019165,-0.49507272243499756
