KoHo-Bold,P
Sarabun-Regular,P
-0.21975846588611603,-0.5318202972412109
0.07078568637371063,-0.530007541179657
0.19141919910907745,-0.5089452862739563
0.26507583260536194,-0.47086256742477417
0.32129374146461487,-0.41163673996925354
0.360437273979187,-0.3254441022872925
0.37070509791374207,-0.21021173894405365
0.35069888830184937,-0.0847935602068901
0.3081701397895813,0.004410815890878439
0.2420056015253067,0.057441435754299164
0.14713871479034424,0.0877375677227974
0.022127794101834297,0.10092225670814514
-0.12139742821455002,0.10449759662151337
-0.2319793701171875,0.10134346038103104
-0.28514790534973145,0.10179012268781662
-0.2953423261642456,0.14462970197200775
-0.29408136010169983,0.25610828399658203
-0.29347410798072815,0.3956509530544281
-0.2932138442993164,0.4896227717399597
-0.2932228744029999,0.5240976810455322
-0.2935338616371155,0.521854817867279
-0.29372093081474304,0.49702462553977966
-0.2936854958534241,0.44812095165252686
-0.29345324635505676,0.35728326439857483
-0.29309505224227905,0.1908617466688156
-0.29324933886528015,-0.06077894568443298
-0.29194319248199463,-0.2930506467819214
-0.28909265995025635,-0.4226204454898834
-0.28544288873672485,-0.4785187244415283
-0.27641531825065613,-0.5035648941993713
