KoHo-Bold,P
Sarabun-Regular,P
-0.2166750282049179,-0.5279134511947632
0.07501206547021866,-0.5265315175056458
0.19679118692874908,-0.5062670707702637
0.27061140537261963,-0.46908077597618103
0.3268354535102844,-0.41090983152389526
0.3661588430404663,-0.32606929540634155
0.37694621086120605,-0.21285562217235565
0.35792073607444763,-0.08856358379125595
0.3165748119354248,0.0008616072591394186
0.2521781623363495,0.05376344174146652
0.1592911332845688,0.08420858532190323
0.035809822380542755,0.0974884182214737
-0.10913722217082977,0.10113414376974106
-0.22525344789028168,0.09807934612035751
-0.2830997705459595,0.0969272255897522
-0.29533734917640686,0.1344042420387268
-0.29413706064224243,0.24041932821273804
-0.29338955879211426,0.3802453875541687
-0.29319876432418823,0.47960007190704346
-0.2932189106941223,0.5183419585227966
-0.29348844289779663,0.518273115158081
-0.29365476965904236,0.49456310272216797
-0.2935877740383148,0.4467889368534088
-0.29335224628448486,0.3579329550266266
-0.29300254583358765,0.19506432116031647
-0.29315024614334106,-0.05318792909383774
-0.2919420003890991,-0.2858516275882721
-0.28921520709991455,-0.41706550121307373
-0.28572744131088257,-0.47386276721954346
-0.2768450081348419,-0.4992734491825104
