KoHo-Bold,P
Sarabun-Regular,P
-0.22903214395046234,-0.5435605645179749
0.05938883125782013,-0.5405303239822388
0.17551055550575256,-0.517095685005188
0.24848194420337677,-0.4761994779109955
0.3045462369918823,-0.4136280119419098
0.34301939606666565,-0.3230762481689453
0.3515860140323639,-0.20128442347049713
0.3284686207771301,-0.07266363501548767
0.2821129858493805,0.015808282420039177
0.2102021872997284,0.06910666823387146
0.10936471819877625,0.09879018366336823
-0.019615476951003075,0.1117495745420456
-0.15584401786327362,0.1147712916135788
-0.2496449053287506,0.11162976920604706
-0.2896941006183624,0.1191118136048317
-0.2950878441333771,0.18008871376514435
-0.2939247786998749,0.3072095215320587
-0.29361069202423096,0.44164296984672546
-0.29316630959510803,0.5178124308586121
-0.29325661063194275,0.5400602221488953
-0.29366636276245117,0.5318225026130676
-0.2938746511936188,0.5037612318992615
-0.2939322590827942,0.45110884308815
-0.29369056224823,0.35324418544769287
-0.29332560300827026,0.173873633146286
-0.29353004693984985,-0.0892953872680664
-0.29190364480018616,-0.3186706602573395
-0.28879761695861816,-0.44135746359825134
-0.2847806215286255,-0.4934569299221039
-0.27528858184814453,-0.516913652420044
