KoHo-Bold,P
Sarabun-Regular,P
-0.20468854904174805,-0.5127143859863281
0.09384032338857651,-0.5128785371780396
0.21832598745822906,-0.49583321809768677
0.2924763858318329,-0.4619787633419037
0.34849539399147034,-0.4077107012271881
0.3883175551891327,-0.3277912139892578
0.4009244441986084,-0.2217930555343628
0.38544830679893494,-0.10213697701692581
0.3483375310897827,-0.012075228616595268
0.2902096211910248,0.04011617973446846
0.20451517403125763,0.0707649290561676
0.08768803626298904,0.08449975401163101
-0.058633964508771896,0.08810959756374359
-0.19473689794540405,0.08552616834640503
-0.2722271680831909,0.08073766529560089
-0.2946620583534241,0.10045164078474045
-0.2942991852760315,0.1852022409439087
-0.2929089367389679,0.3210664987564087
-0.29291093349456787,0.4379458427429199
-0.2932424247264862,0.4937402307987213
-0.293414831161499,0.5028805732727051
-0.2933855950832367,0.4837910234928131
-0.2931596338748932,0.43998485803604126
-0.292865127325058,0.3574945628643036
-0.29255732893943787,0.20552322268486023
-0.29271674156188965,-0.031858380883932114
-0.2918563485145569,-0.2640613317489624
-0.28976213932037354,-0.39866283535957336
-0.2870779037475586,-0.4571032226085663
-0.2786850035190582,-0.48308104276657104
