KoHo-Bold,P
Sarabun-Regular,P
-0.2320755273103714,-0.5474330186843872
0.0559983104467392,-0.544072151184082
0.170307919383049,-0.5198520421981812
0.24298891425132751,-0.47797930240631104
0.2989611327648163,-0.41423290967941284
0.33717191219329834,-0.3221251368522644
0.3451310992240906,-0.19798994064331055
0.3209383487701416,-0.0683818906545639
0.2732238471508026,0.019840948283672333
0.1992737501859665,0.07319111377000809
0.0965384766459465,0.10262899845838547
-0.03344883397221565,0.1155179962515831
-0.16630391776561737,0.11825035512447357
-0.2546658515930176,0.11529647558927536
-0.2907174229621887,0.12595589458942413
-0.2949388921260834,0.19356554746627808
-0.2938830852508545,0.32532331347465515
-0.29361265897750854,0.45647993683815
-0.29313358664512634,0.5264238715171814
-0.29327306151390076,0.5449007749557495
-0.2936985492706299,0.5348778367042542
-0.2939075231552124,0.5057893395423889
-0.29399722814559937,0.45176589488983154
-0.29374730587005615,0.3511732220649719
-0.2933890223503113,0.16667777299880981
-0.2936198115348816,-0.1006770059466362
-0.29187679290771484,-0.32841819524765015
-0.28873053193092346,-0.44819870591163635
-0.28463226556777954,-0.49871158599853516
-0.2749764621257782,-0.5214968323707581
