KoHo-Bold,P
Sarabun-Regular,P
-0.2076241821050644,-0.5164216756820679
0.08887138962745667,-0.5162445306777954
0.2129542976617813,-0.49839046597480774
0.2870695888996124,-0.46374568343162537
0.3431731164455414,-0.4085521399974823
0.38290321826934814,-0.32747623324394226
0.3950955271720886,-0.21980462968349457
0.37879401445388794,-0.0989822968840599
0.340700626373291,-0.009032376110553741
0.2811286151409149,0.043365929275751114
0.1937754899263382,0.07403324544429779
0.07523759454488754,0.087652787566185
-0.07127973437309265,0.09129299223423004
-0.20283657312393188,0.08860231935977936
-0.2753295600414276,0.08438536524772644
-0.2949449419975281,0.10798396170139313
-0.29427477717399597,0.19786293804645538
-0.29304707050323486,0.33532044291496277
-0.29302021861076355,0.4484662413597107
-0.2932320833206177,0.5000733733177185
-0.29340803623199463,0.5068653225898743
-0.29344648122787476,0.4866081774234772
-0.2932683229446411,0.44188907742500305
-0.2929965555667877,0.358025461435318
-0.2926790118217468,0.20379027724266052
-0.29283133149147034,-0.03589745610952377
-0.29189103841781616,-0.26846620440483093
-0.28962215781211853,-0.40268296003341675
-0.2867186963558197,-0.4610026180744171
-0.2782227098941803,-0.4869703948497772
