KoHo-Bold,P
Sarabun-Regular,P
-0.22285684943199158,-0.5357403755187988
0.06677283346652985,-0.5335002541542053
0.1860744059085846,-0.511643648147583
0.2595345973968506,-0.472643107175827
0.3157232403755188,-0.412332147359848
0.3546646237373352,-0.3247377276420593
0.36438828706741333,-0.20740173757076263
0.3433702886104584,-0.08088252693414688
0.29961100220680237,0.008086158894002438
0.23160183429718018,0.061225783079862595
0.1347290277481079,0.09134288132190704
0.008274818770587444,0.10444437712430954
-0.13332198560237885,0.10789413750171661
-0.23829425871372223,0.10467797517776489
-0.28692394495010376,0.10707522928714752
-0.2952973246574402,0.1556323766708374
-0.29402586817741394,0.2725084125995636
-0.29354041814804077,0.4110995829105377
-0.2932109236717224,0.49936750531196594
-0.29323095083236694,0.5296476483345032
-0.29358115792274475,0.5253105759620667
-0.29378074407577515,0.49938032031059265
-0.29377612471580505,0.44928810000419617
-0.29354366660118103,0.3562943637371063
-0.293179452419281,0.18594962358474731
-0.2933453619480133,-0.06932464987039566
-0.2919370234012604,-0.3009391725063324
-0.28898072242736816,-0.4285362958908081
-0.2851881682872772,-0.4833449125289917
-0.2760101854801178,-0.5079402923583984
