K2D-Bold,W
Bevan-Italic,W
0.03525753691792488,-0.5041534304618835
0.18492823839187622,0.05864172801375389
0.3167543411254883,0.49848926067352295
0.40380728244781494,0.4123230278491974
0.6545655727386475,-0.5753715634346008
0.4918961822986603,0.05389398708939552
0.41726404428482056,0.3715224266052246
0.3507663309574127,0.4495750069618225
0.303631067276001,0.4034787118434906
0.2581574022769928,0.39228498935699463
0.1850060373544693,0.4196224808692932
0.08929301053285599,0.4475855827331543
-0.0019247396849095821,0.44992026686668396
-0.08940520882606506,0.419607549905777
-0.19093570113182068,0.3816506564617157
-0.2924095690250397,0.38795942068099976
-0.38265883922576904,0.4324274957180023
-0.44852694869041443,0.2483106404542923
-0.5372212529182434,-0.20839674770832062
-0.6057437658309937,-0.5036006569862366
-0.6217643618583679,-0.5367002487182617
-0.5829335451126099,-0.42775505781173706
-0.509847104549408,-0.0684463381767273
-0.42287489771842957,0.29893314838409424
-0.37106192111968994,0.47811898589134216
-0.33502644300460815,0.5083219408988953
-0.2638152837753296,0.37078383564949036
-0.16661174595355988,0.027394121512770653
-0.08052418380975723,-0.2947641611099243
-0.016758248209953308,-0.4332774579524994
