K2D-Bold,W
Bevan-Italic,W
0.09802814573049545,-0.6161012649536133
0.21427763998508453,-0.02178366109728813
0.3567700684070587,0.4824340045452118
0.487665593624115,0.3934944272041321
0.8398309350013733,-0.6641836166381836
0.6010574102401733,0.07952690124511719
0.4858062267303467,0.3906201720237732
0.3925303518772125,0.4367344379425049
0.3315444588661194,0.40152549743652344
0.26289886236190796,0.4029334783554077
0.16011212766170502,0.43329739570617676
0.04302441328763962,0.4519917070865631
-0.06550061702728271,0.43111565709114075
-0.18554992973804474,0.38939183950424194
-0.30700433254241943,0.37170639634132385
-0.4157423675060272,0.4339018166065216
-0.4934369921684265,0.3458958566188812
-0.563809335231781,-0.126829594373703
-0.6365041732788086,-0.5322757363319397
-0.6847821474075317,-0.6244938969612122
-0.6376597881317139,-0.6005178093910217
-0.6066868305206299,-0.39397597312927246
-0.534416913986206,0.006821936462074518
-0.4711938202381134,0.34662601351737976
-0.4221189022064209,0.4786364436149597
-0.3691787123680115,0.47087833285331726
-0.2609633803367615,0.29755109548568726
-0.11659248173236847,-0.04481683671474457
-0.0008525194134563208,-0.32720014452934265
0.07450966536998749,-0.4645552635192871
