K2D-Bold,W
Bevan-Italic,W
0.04375433176755905,-0.524895429611206
0.18965500593185425,0.041534703224897385
0.3242197632789612,0.4941426217556
0.4246341586112976,0.41613659262657166
0.6782398223876953,-0.5969114303588867
0.5124484300613403,0.05779760330915451
0.4312141239643097,0.38240593671798706
0.35908594727516174,0.45383232831954956
0.3093082904815674,0.40543559193611145
0.2611026167869568,0.3943985402584076
0.18455393612384796,0.4209412634372711
0.0850151926279068,0.4484272301197052
-0.008813797496259212,0.44765955209732056
-0.10087642073631287,0.41490548849105835
-0.20679621398448944,0.37687358260154724
-0.3103662431240082,0.38988789916038513
-0.4000374972820282,0.4290768802165985
-0.4669804275035858,0.21262355148792267
-0.5540720224380493,-0.263418048620224
-0.6187517642974854,-0.5329564809799194
-0.628983736038208,-0.5556100010871887
-0.5894138813018799,-0.443572461605072
-0.518993079662323,-0.08525112271308899
-0.4342808723449707,0.2873937487602234
-0.38183924555778503,0.47168493270874023
-0.34370094537734985,0.5045207738876343
-0.2714763879776001,0.37518754601478577
-0.16585366427898407,0.03870487958192825
-0.07251261174678802,-0.28710293769836426
-0.004993736278265715,-0.43430379033088684
