K2D-Bold,W
Bevan-Italic,W
0.18989063799381256,-0.7131926417350769
0.23874275386333466,-0.17463962733745575
0.35579586029052734,0.48956432938575745
0.6185598969459534,0.2972027361392975
0.9804854393005371,-0.6988410949707031
0.726988673210144,0.0548439584672451
0.5272361040115356,0.3898089528083801
0.40585196018218994,0.4298364520072937
0.30896201729774475,0.4208003580570221
0.19064293801784515,0.44168156385421753
0.061285872012376785,0.45458129048347473
-0.06518048793077469,0.42985621094703674
-0.20593681931495667,0.3839397430419922
-0.343925803899765,0.3698745667934418
-0.4646144211292267,0.4291214346885681
-0.5359698534011841,0.25832170248031616
-0.6035652160644531,-0.29487404227256775
-0.6877956390380859,-0.6261787414550781
-0.7430565357208252,-0.6916192770004272
-0.6784763336181641,-0.6789171695709229
-0.6390789747238159,-0.5270268321037292
-0.5854372382164001,-0.13443244993686676
-0.5290229320526123,0.2583933174610138
-0.4951258897781372,0.4505445063114166
-0.46173855662345886,0.48540347814559937
-0.36616674065589905,0.3987633287906647
-0.19270159304141998,0.16763265430927277
0.005396302789449692,-0.16274568438529968
0.14372704923152924,-0.406164288520813
0.2188042551279068,-0.5345457792282104
