K2D-Bold,W
Bevan-Italic,W
0.16439060866832733,-0.6847195029258728
0.23522260785102844,-0.10184472054243088
0.3614735007286072,0.4882032871246338
0.560526430606842,0.3252553343772888
0.9716413021087646,-0.6921138763427734
0.6809856295585632,0.083015076816082
0.5027275681495667,0.3935742676258087
0.3873371481895447,0.4287049472332001
0.3038382828235626,0.41246673464775085
0.19767089188098907,0.4318956434726715
0.07240685075521469,0.4519999325275421
-0.04883197695016861,0.4344330430030823
-0.18228748440742493,0.3908674418926239
-0.317634642124176,0.3672398626804352
-0.4373738765716553,0.4261128604412079
-0.5189319252967834,0.32085999846458435
-0.5857976675033569,-0.1952294260263443
-0.6679979562759399,-0.5851151943206787
-0.7311531901359558,-0.6717792749404907
-0.6770374774932861,-0.6641385555267334
-0.6350782513618469,-0.5154029726982117
-0.5784335136413574,-0.12565317749977112
-0.5164741277694702,0.2648411691188812
-0.47600337862968445,0.45772185921669006
-0.438225120306015,0.48756876587867737
-0.33700937032699585,0.3854968249797821
-0.16646531224250793,0.12071116268634796
0.008058317936956882,-0.21212725341320038
0.12397979944944382,-0.42847031354904175
0.18857334554195404,-0.5364022850990295
