K2D-Bold,W
Bevan-Italic,W
0.2072697877883911,-0.7418040037155151
0.23787494003772736,-0.2660342752933502
0.356864869594574,0.48513564467430115
0.6593518257141113,0.27493733167648315
0.9830173850059509,-0.7084944248199463
0.7728036642074585,0.01700032874941826
0.5570777654647827,0.37999510765075684
0.4329511821269989,0.4302442669868469
0.32482150197029114,0.42740198969841003
0.19810478389263153,0.44727832078933716
0.06376000493764877,0.4577946364879608
-0.06667184829711914,0.43086057901382446
-0.21156048774719238,0.38382428884506226
-0.35419896245002747,0.369735985994339
-0.47788187861442566,0.42703330516815186
-0.5459822416305542,0.25352293252944946
-0.6113729476928711,-0.3038909137248993
-0.6959377527236938,-0.637191891670227
-0.7494020462036133,-0.7052596807479858
-0.6896309852600098,-0.6966010332107544
-0.6495420336723328,-0.5715639591217041
-0.602536678314209,-0.21363306045532227
-0.5471862554550171,0.2040237933397293
-0.5160384774208069,0.42708733677864075
-0.48684224486351013,0.48048242926597595
-0.41130900382995605,0.4268079102039337
-0.2529541850090027,0.24635957181453705
-0.03926524519920349,-0.06373681128025055
0.13737142086029053,-0.3480912744998932
0.2325163185596466,-0.5107031464576721
