Livvic-ThinItalic,A
Charm-Regular,A
0.14713500440120697,-0.5736192464828491
0.19880662858486176,-0.5567721724510193
0.26330146193504333,-0.07566428184509277
0.3391519784927368,0.4444220960140228
0.38617652654647827,0.6027962565422058
0.3916725516319275,0.5879963636398315
0.3473796546459198,0.5203841924667358
0.34693968296051025,0.4064955413341522
0.32243409752845764,0.27812665700912476
0.2884938716888428,0.22791005671024323
0.21920014917850494,0.23100990056991577
0.12649360299110413,0.23232527077198029
0.018350351601839066,0.23017354309558868
-0.1017533391714096,0.2294560819864273
-0.20945540070533752,0.2249283343553543
-0.28774169087409973,0.23832151293754578
-0.34363991022109985,0.30961689352989197
-0.3940954804420471,0.43112969398498535
-0.4570915699005127,0.5540520548820496
-0.5531711578369141,0.6217542886734009
-0.5887734889984131,0.6312474012374878
-0.5106995701789856,0.601589560508728
-0.4625128209590912,0.5365959405899048
-0.3911232650279999,0.4120229482650757
-0.2703798711299896,0.20448510348796844
-0.11755581200122833,-0.11537303030490875
0.009784652851521969,-0.3671382963657379
0.07217300683259964,-0.4763612151145935
0.09487774223089218,-0.5177631378173828
0.09877599775791168,-0.5354803800582886
