Ubuntu-Bold,G
RobotoMono-Italic[wght],G
0.2576604187488556,0.12838861346244812
0.38432836532592773,0.13133832812309265
0.35349491238594055,0.18078944087028503
0.3409126400947571,0.36664634943008423
0.3273034393787384,0.4918477535247803
0.29221412539482117,0.5227500200271606
0.2277272641658783,0.5354200601577759
0.13162057101726532,0.5523624420166016
0.00664787832647562,0.560882568359375
-0.13297393918037415,0.5420106053352356
-0.24720320105552673,0.47502532601356506
-0.32244861125946045,0.3710748851299286
-0.36358925700187683,0.23447979986667633
-0.37976059317588806,0.08566294610500336
-0.3752802312374115,-0.04702591896057129
-0.3531875014305115,-0.16108733415603638
-0.31362664699554443,-0.2636837363243103
-0.2584500312805176,-0.351764053106308
-0.1955416053533554,-0.4193180203437805
-0.1337224841117859,-0.4657667577266693
-0.07476445287466049,-0.49536657333374023
-0.010795513167977333,-0.5146359205245972
0.06345109641551971,-0.526524543762207
0.140982523560524,-0.5295591354370117
0.21396461129188538,-0.5242021679878235
0.2762344181537628,-0.5130181908607483
0.32461392879486084,-0.49829357862472534
0.35938623547554016,-0.48127201199531555
0.3824347257614136,-0.46235668659210205
0.3959925174713135,-0.44062843918800354
