Ubuntu-Bold,G
RobotoMono-Italic[wght],G
0.22333090007305145,0.11881989240646362
0.3874426782131195,0.12290620058774948
0.35084888339042664,0.16701668500900269
0.3357970714569092,0.3526771664619446
0.32052817940711975,0.48509177565574646
0.2838425040245056,0.5210686326026917
0.2167358100414276,0.5358786582946777
0.11680403351783752,0.555140495300293
-0.012953570112586021,0.5653907060623169
-0.15047131478786469,0.5434166193008423
-0.2580452859401703,0.4728842079639435
-0.3270169198513031,0.36686453223228455
-0.36399227380752563,0.22707481682300568
-0.37649431824684143,0.07821736484766006
-0.36864450573921204,-0.05612877011299133
-0.3429067134857178,-0.1748330146074295
-0.2992328703403473,-0.281433641910553
-0.24091030657291412,-0.36991018056869507
-0.17694644629955292,-0.4359295070171356
-0.11540418118238449,-0.4803116023540497
-0.05619949847459793,-0.5083524584770203
0.009933863766491413,-0.5266724824905396
0.08641769737005234,-0.5369666814804077
0.16461046040058136,-0.5370358824729919
0.23572088778018951,-0.5278496146202087
0.29361692070961,-0.5125265717506409
0.3364538550376892,-0.4935626983642578
0.3656501770019531,-0.4723803400993347
0.3835664689540863,-0.44931119680404663
0.3931734263896942,-0.4229520857334137
