Ubuntu-Bold,G
RobotoMono-Italic[wght],G
0.18903419375419617,0.11032849550247192
0.38991984724998474,0.11422859132289886
0.3485282063484192,0.1543424278497696
0.3312397599220276,0.3397814631462097
0.3141930103302002,0.47827035188674927
0.275537371635437,0.5191318988800049
0.20532359182834625,0.5365363359451294
0.10123616456985474,0.5588113069534302
-0.03274155408143997,0.5701122283935547
-0.1669299304485321,0.544463038444519
-0.2678304612636566,0.47088590264320374
-0.33093321323394775,0.36285507678985596
-0.3638893961906433,0.22066965699195862
-0.3726275563240051,0.07172097265720367
-0.3613589107990265,-0.06548319011926651
-0.3319647014141083,-0.1896568238735199
-0.2845264673233032,-0.2994196116924286
-0.22382836043834686,-0.3877236843109131
-0.1594361662864685,-0.4519078731536865
-0.09846586734056473,-0.49409523606300354
-0.038933347910642624,-0.5206153988838196
0.02931290864944458,-0.5378856658935547
0.10747760534286499,-0.5461522340774536
0.18539008498191833,-0.5428558588027954
0.25367051362991333,-0.5297025442123413
0.3069455623626709,-0.5102599859237671
0.34470272064208984,-0.4872238039970398
0.3690089285373688,-0.4622896611690521
0.3827371299266815,-0.43541690707206726
0.3897225856781006,-0.40540215373039246
