Ubuntu-Bold,G
RobotoMono-Italic[wght],G
0.3223886787891388,0.15361417829990387
0.3766460120677948,0.14741545915603638
0.36004358530044556,0.2121012657880783
0.3528328239917755,0.39686211943626404
0.34231531620025635,0.504815399646759
0.30990564823150635,0.525381863117218
0.2495483011007309,0.5340971350669861
0.15981008112430573,0.5483382940292358
0.044519100338220596,0.5534442663192749
-0.09471794217824936,0.5382684469223022
-0.22184041142463684,0.4798568785190582
-0.31103530526161194,0.38044852018356323
-0.36153945326805115,0.25170180201530457
-0.38482731580734253,0.10417507588863373
-0.3867054581642151,-0.027920512482523918
-0.3709896504878998,-0.13695448637008667
-0.3390149772167206,-0.23139826953411102
-0.2909282147884369,-0.3168310523033142
-0.23152533173561096,-0.38694238662719727
-0.1699286848306656,-0.4373927116394043
-0.11113513261079788,-0.47011154890060425
-0.05073349177837372,-0.4910748600959778
0.018704542890191078,-0.5049421787261963
0.09348300099372864,-0.5117765069007874
0.16691119968891144,-0.511781632900238
0.23440004885196686,-0.5068394541740417
0.29191234707832336,-0.49867522716522217
0.3374161720275879,-0.48841211199760437
0.37110310792922974,-0.4764108955860138
0.39430150389671326,-0.4624214470386505
