Ubuntu-Bold,G
RobotoMono-Italic[wght],G
0.06666167080402374,0.07829587906599045
0.3823483884334564,0.07868689298629761
0.3417082726955414,0.11273159086704254
0.31806403398513794,0.29537278413772583
0.29308491945266724,0.4513293206691742
0.24323756992816925,0.5127030611038208
0.15837642550468445,0.5469752550125122
0.03725985437631607,0.579308032989502
-0.10256900638341904,0.5870234370231628
-0.21853739023208618,0.5492386817932129
-0.29555651545524597,0.4697837829589844
-0.3401217460632324,0.35651224851608276
-0.3582913875579834,0.21386542916297913
-0.3522566258907318,0.0623287670314312
-0.32914668321609497,-0.09710671007633209
-0.28974446654319763,-0.24641777575016022
-0.23465389013290405,-0.3642032742500305
-0.171188622713089,-0.44805440306663513
-0.10882393270730972,-0.5032445788383484
-0.05117262527346611,-0.5374119281768799
0.009723561815917492,-0.5589673519134521
0.08339539915323257,-0.5714141130447388
0.1631813496351242,-0.5711265802383423
0.23585206270217896,-0.5568040609359741
0.2931959629058838,-0.5322090983390808
0.333221435546875,-0.5018373727798462
0.35757970809936523,-0.4691116511821747
0.37013041973114014,-0.4350208640098572
0.3762373924255371,-0.3992525041103363
0.3805015981197357,-0.3584350645542145
