Ubuntu-Bold,G
RobotoMono-Italic[wght],G
0.0945916399359703,0.08650996536016464
0.3876180946826935,0.0876387283205986
0.3432465195655823,0.12226426601409912
0.32066506147384644,0.3065166175365448
0.2975998520851135,0.4583165943622589
0.25068211555480957,0.5137308835983276
0.16939955949783325,0.5432401895523071
0.052116598933935165,0.5739745497703552
-0.08790084719657898,0.5832220315933228
-0.20831628143787384,0.5472064018249512
-0.290477991104126,0.468054860830307
-0.33877620100975037,0.3553048372268677
-0.36028149724006653,0.21165989339351654
-0.35775241255760193,0.061040736734867096
-0.33715829253196716,-0.09153889119625092
-0.2992956042289734,-0.23380237817764282
-0.24502378702163696,-0.3496464490890503
-0.18161287903785706,-0.4349134862422943
-0.11847179383039474,-0.4923073351383209
-0.05998951569199562,-0.5281950831413269
0.0006409258348867297,-0.5508095622062683
0.07344195991754532,-0.564437985420227
0.15328484773635864,-0.5660194158554077
0.22733213007450104,-0.5538425445556641
0.286888062953949,-0.5313750505447388
0.3293982446193695,-0.5029112696647644
0.3562271296977997,-0.47186970710754395
0.3707195222377777,-0.4394548833370209
0.37775158882141113,-0.40538275241851807
0.38215601444244385,-0.36749064922332764
