Ubuntu-Bold,G
RobotoMono-Italic[wght],G
0.12416566163301468,0.09451472759246826
0.3906190097332001,0.09657616168260574
0.34480032324790955,0.13215288519859314
0.3237060010433197,0.3171584904193878
0.3026958405971527,0.4649423658847809
0.2587851583957672,0.5152161121368408
0.18128447234630585,0.5400742292404175
0.06829927116632462,0.5685356259346008
-0.07094933092594147,0.5791648626327515
-0.19615556299686432,0.5460201501846313
-0.2841399610042572,0.4680316746234894
-0.33681729435920715,0.3564651906490326
-0.3619789183139801,0.21240845322608948
-0.3631220757961273,0.06257939338684082
-0.34537509083747864,-0.0838763415813446
-0.3097483813762665,-0.21980057656764984
-0.2569718658924103,-0.33384862542152405
-0.1939202845096588,-0.42043229937553406
-0.1301039308309555,-0.4801577925682068
-0.07075756043195724,-0.5179914236068726
-0.010473034344613552,-0.541785478591919
0.06114513799548149,-0.5566586256027222
0.14083907008171082,-0.5603708028793335
0.21635620296001434,-0.5507705211639404
0.2785399854183197,-0.5308927893638611
0.3240547180175781,-0.5048230290412903
0.35389453172683716,-0.4758310616016388
0.37092727422714233,-0.4454098045825958
0.3794057071208954,-0.413213312625885
0.38415414094924927,-0.37804150581359863
