Sunflower-Bold,Z
Barlow-Black,Z
0.27092301845550537,0.5386117696762085
-0.2541372776031494,0.5385398268699646
-0.2203080654144287,0.3755118250846863
0.02964162640273571,-0.005675120744854212
0.2249487042427063,-0.3209221065044403
0.2572054862976074,-0.4359312057495117
0.2361215353012085,-0.4486902058124542
0.2238556295633316,-0.45254337787628174
0.20075660943984985,-0.45649221539497375
0.15956750512123108,-0.4582047164440155
0.10271867364645004,-0.4586084187030792
0.03762345761060715,-0.4588683843612671
-0.02562939003109932,-0.4594132602214813
-0.07843756675720215,-0.460050493478775
-0.11812978237867355,-0.46048521995544434
-0.14679880440235138,-0.4606603682041168
-0.16773554682731628,-0.460684597492218
-0.18352419137954712,-0.4606664180755615
-0.1957886964082718,-0.46063536405563354
-0.2055167853832245,-0.46054330468177795
-0.2134159803390503,-0.46034786105155945
-0.2200310379266739,-0.46013811230659485
-0.2254975587129593,-0.4600723683834076
-0.2296856790781021,-0.46019500494003296
-0.2326708883047104,-0.46043825149536133
-0.2347005009651184,-0.46072646975517273
-0.23599231243133545,-0.4610164165496826
-0.23669090867042542,-0.4612870514392853
-0.23689821362495422,-0.4615277647972107
-0.2366962432861328,-0.4617321789264679
