Thabit,E
Eczar-SemiBold,E
0.16912002861499786,0.06024995073676109
0.1317838728427887,0.05201610550284386
0.036394380033016205,0.05805198848247528
-0.14085423946380615,0.0535709485411644
-0.2105647772550583,0.05807843431830406
-0.2048431932926178,0.232251837849617
-0.2113587111234665,0.49085763096809387
-0.252709299325943,0.5617039799690247
-0.4088948965072632,0.5932378768920898
-0.26552483439445496,0.5578076839447021
0.13268409669399261,0.5764050483703613
0.36398550868034363,0.5368145704269409
0.38478928804397583,0.3506675064563751
0.35301128029823303,0.49137768149375916
0.2941366136074066,0.5657743215560913
-0.07642262428998947,0.5697898268699646
-0.20548804104328156,0.5528601408004761
-0.20581470429897308,0.262060284614563
-0.20568233728408813,-0.3188640773296356
-0.21288086473941803,-0.44672325253486633
-0.3314521610736847,-0.46511027216911316
-0.3797827959060669,-0.474653035402298
-0.20614345371723175,-0.44399118423461914
-0.04048953950405121,-0.4617671072483063
0.15219716727733612,-0.46785542368888855
0.29243260622024536,-0.45477038621902466
0.3424380421638489,-0.4196181893348694
0.3557659685611725,-0.35230177640914917
0.3611685335636139,-0.29887881875038147
0.3680221140384674,-0.2761014699935913
