Thabit,E
Eczar-SemiBold,E
0.16953754425048828,0.06562812626361847
0.13187412917613983,0.062123969197273254
0.03802439197897911,0.06664035469293594
-0.14198218286037445,0.06285353004932404
-0.2122180163860321,0.06893446296453476
-0.20672348141670227,0.24478000402450562
-0.2125685214996338,0.49637970328330994
-0.2529628872871399,0.5650618076324463
-0.40336930751800537,0.5954830646514893
-0.2562071681022644,0.5614728331565857
0.14014074206352234,0.5798119306564331
0.3637577295303345,0.5382286906242371
0.3838077485561371,0.3563535511493683
0.35246366262435913,0.4968414008617401
0.2929953932762146,0.5690028667449951
-0.07390327006578445,0.5731441974639893
-0.20623008906841278,0.5580400228500366
-0.20783750712871552,0.29323703050613403
-0.20862141251564026,-0.2867638170719147
-0.21298246085643768,-0.4318699538707733
-0.32315054535865784,-0.4496295750141144
-0.38046038150787354,-0.46145960688591003
-0.2164677381515503,-0.4305543303489685
-0.05309862643480301,-0.4468742907047272
0.13684143126010895,-0.4541144073009491
0.28311485052108765,-0.44271159172058105
0.3374222218990326,-0.4094596207141876
0.35184791684150696,-0.3445647060871124
0.35695305466651917,-0.2899395227432251
0.3631146252155304,-0.26581111550331116
