Thabit,E
Eczar-SemiBold,E
0.1666410267353058,0.07704964280128479
0.13598348200321198,0.10814442485570908
0.05178705230355263,0.09830992668867111
-0.14473408460617065,0.09797865897417068
-0.22234946489334106,0.10744182765483856
-0.21798072755336761,0.28091156482696533
-0.22126954793930054,0.5124276876449585
-0.2542637884616852,0.5766900777816772
-0.38768941164016724,0.6034188270568848
-0.2319200336933136,0.5751652717590332
0.1587814837694168,0.5921255350112915
0.3665376901626587,0.5469893217086792
0.3862711787223816,0.3778725862503052
0.3563934862613678,0.518075704574585
0.28924986720085144,0.582277774810791
-0.07314421236515045,0.5861255526542664
-0.21322165429592133,0.574394941329956
-0.21890787780284882,0.3813016414642334
-0.22139018774032593,-0.15814964473247528
-0.22018751502037048,-0.3616381883621216
-0.30023857951164246,-0.38196536898612976
-0.376575767993927,-0.3984828591346741
-0.25020700693130493,-0.37144219875335693
-0.09654700756072998,-0.38126540184020996
0.07759353518486023,-0.39249345660209656
0.24668452143669128,-0.38770592212677
0.3224223852157593,-0.36109334230422974
0.34326446056365967,-0.30546268820762634
0.34750375151634216,-0.24781079590320587
0.3506595194339752,-0.21804039180278778
