Thabit,E
Eczar-SemiBold,E
0.16821074485778809,0.0767824649810791
0.13463543355464935,0.0941939577460289
0.046982258558273315,0.09089839458465576
-0.14430277049541473,0.08954814076423645
-0.2192562222480774,0.09865910559892654
-0.21458743512630463,0.2737583816051483
-0.21842427551746368,0.5091186761856079
-0.2534695565700531,0.573993444442749
-0.3902101218700409,0.6015726327896118
-0.23595193028450012,0.5719915628433228
0.15536214411258698,0.5892340540885925
0.36501795053482056,0.5444697141647339
0.3845269978046417,0.37293553352355957
0.35438135266304016,0.5128861665725708
0.2900623083114624,0.5789638757705688
-0.07160113006830215,0.5830018520355225
-0.21075129508972168,0.5710203051567078
-0.2156408578157425,0.3650617003440857
-0.21798869967460632,-0.18816028535366058
-0.21759045124053955,-0.3803950250148773
-0.3038060963153839,-0.3993434011936188
-0.37791866064071655,-0.41531601548194885
-0.2435818314552307,-0.3869296610355377
-0.08743712306022644,-0.3981313705444336
0.09107998013496399,-0.40850454568862915
0.2550382614135742,-0.4022255539894104
0.3249756991863251,-0.3740743398666382
0.3439314663410187,-0.3163590729236603
0.34833237528800964,-0.25916025042533875
0.35225585103034973,-0.2307223230600357
