Thabit,E
Eczar-SemiBold,E
0.14716938138008118,0.02481975592672825
0.14666803181171417,0.24231110513210297
0.09282681345939636,0.1301029920578003
-0.14501594007015228,0.13661111891269684
-0.24147023260593414,0.14514218270778656
-0.23833829164505005,0.307853639125824
-0.24015380442142487,0.5264753103256226
-0.2681208550930023,0.588566243648529
-0.3904520273208618,0.6110532283782959
-0.22710484266281128,0.587207555770874
0.17159146070480347,0.6041682362556458
0.3797740936279297,0.5580930709838867
0.4024803638458252,0.39907777309417725
0.3713195323944092,0.5448567867279053
0.2739473283290863,0.5973254442214966
-0.11007743328809738,0.5991685390472412
-0.23253560066223145,0.5823001265525818
-0.23825527727603912,0.4028758406639099
-0.23909780383110046,-0.0690467357635498
-0.2366960495710373,-0.271220862865448
-0.3083651661872864,-0.29881608486175537
-0.374248206615448,-0.3139186501502991
-0.2570135295391083,-0.2900286018848419
-0.11679942160844803,-0.30085986852645874
0.03914265334606171,-0.3139589726924896
0.22326940298080444,-0.31256020069122314
0.3237015902996063,-0.2927892208099365
0.3542277216911316,-0.24452215433120728
0.35792988538742065,-0.18700388073921204
0.3573389947414398,-0.15275147557258606
