Thabit,E
Eczar-SemiBold,E
0.1506587117910385,0.035189345479011536
0.14343348145484924,0.21690218150615692
0.08446414023637772,0.12365619093179703
-0.14533007144927979,0.12928828597068787
-0.23752285540103912,0.13815408945083618
-0.23411734402179718,0.3044130802154541
-0.2360866367816925,0.5247167348861694
-0.2655370235443115,0.5867578983306885
-0.3886135220527649,0.6097399592399597
-0.22512631118297577,0.5853039026260376
0.1720859706401825,0.6021618843078613
0.3781600296497345,0.555493950843811
0.39951983094215393,0.394358366727829
0.368976354598999,0.5395337343215942
0.2800917327404022,0.5947110652923584
-0.09899307042360306,0.5970052480697632
-0.22813311219215393,0.5818904042243958
-0.234345942735672,0.40421220660209656
-0.23574352264404297,-0.08074714988470078
-0.2332814484834671,-0.28829270601272583
-0.30480560660362244,-0.3145877718925476
-0.37479400634765625,-0.3303614556789398
-0.2580120861530304,-0.30617111921310425
-0.1146877184510231,-0.3161267340183258
0.044679492712020874,-0.329110324382782
0.22723576426506042,-0.3274742662906647
0.3232620060443878,-0.3062596321105957
0.35169121623039246,-0.2564603388309479
0.3553459048271179,-0.19873809814453125
0.35545220971107483,-0.16536568105220795
