Thabit,E
Eczar-SemiBold,E
0.15538786351680756,0.04936499893665314
0.14057032763957977,0.1859007626771927
0.07508786767721176,0.11747685819864273
-0.14550253748893738,0.12175285816192627
-0.23352593183517456,0.13087064027786255
-0.22988207638263702,0.29953256249427795
-0.23208409547805786,0.5221052169799805
-0.2622387111186981,0.5845373868942261
-0.3871909976005554,0.6083376407623291
-0.22514310479164124,0.5831587314605713
0.16987650096416473,0.5999393463134766
0.37540119886398315,0.5534266829490662
0.39604413509368896,0.3902114927768707
0.3659607470035553,0.5340886116027832
0.28431618213653564,0.5918477773666382
-0.08947165310382843,0.5945918560028076
-0.22386831045150757,0.580924391746521
-0.23036032915115356,0.40370193123817444
-0.23221264779567719,-0.09427467733621597
-0.22982166707515717,-0.3058767318725586
-0.3016051650047302,-0.33083298802375793
-0.37496671080589294,-0.3471262753009796
-0.25825223326683044,-0.3226008415222168
-0.11211860924959183,-0.3318440616130829
0.05058608949184418,-0.3446250557899475
0.23092766106128693,-0.3425881266593933
0.3224738538265228,-0.3200663626194
0.34900882840156555,-0.26895755529403687
0.3527522683143616,-0.2110828459262848
0.35359227657318115,-0.17848840355873108
