Thabit,E
Eczar-SemiBold,E
0.16956743597984314,0.07033691555261612
0.13240738213062286,0.07229016721248627
0.04026903584599495,0.07500848919153214
-0.14295583963394165,0.07197335362434387
-0.2142028957605362,0.07939310371875763
-0.2089618444442749,0.2559492588043213
-0.21410852670669556,0.5012632012367249
-0.2531137764453888,0.5682322382926941
-0.39825430512428284,0.5976147651672363
-0.2480120211839676,0.5650978088378906
0.14641593396663666,0.5830857753753662
0.3637896478176117,0.5399696230888367
0.38338449597358704,0.36204686760902405
0.35247376561164856,0.5022794008255005
0.29192349314689636,0.5723010301589966
-0.07216275483369827,0.5764849185943604
-0.20731452107429504,0.5628132820129395
-0.21012967824935913,0.32094499468803406
-0.21163016557693481,-0.2536247968673706
-0.21387819945812225,-0.41576796770095825
-0.3155715763568878,-0.43338271975517273
-0.3801848590373993,-0.4470485746860504
-0.22633560001850128,-0.4165239632129669
-0.06533161550760269,-0.43117159605026245
0.12126895040273666,-0.439523845911026
0.2736446261405945,-0.4298606514930725
0.3327445983886719,-0.39840593934059143
0.34846946597099304,-0.33597537875175476
0.3533012568950653,-0.28030017018318176
0.3587351441383362,-0.2547457814216614
