Thabit,E
Eczar-SemiBold,E
0.16413216292858124,0.07334007322788239
0.13722211122512817,0.12720158696174622
0.057976022362709045,0.10518544912338257
-0.1450921595096588,0.10614582151174545
-0.2258106917142868,0.11566807329654694
-0.22172145545482635,0.2874416708946228
-0.22456175088882446,0.5156473517417908
-0.2559601366519928,0.579357385635376
-0.3863799273967743,0.6051734685897827
-0.22887450456619263,0.5781038999557495
0.162245512008667,0.5948929786682129
0.3688889741897583,0.549413800239563
0.38890159130096436,0.3823395371437073
0.35915687680244446,0.5232856273651123
0.2883438467979431,0.5855565667152405
-0.07636148482561111,0.5891218185424805
-0.21625842154026031,0.5772125720977783
-0.2225123941898346,0.39329415559768677
-0.22494082152843475,-0.13185833394527435
-0.22315587103366852,-0.34268081188201904
-0.29865363240242004,-0.3646269142627716
-0.3755473494529724,-0.38135048747062683
-0.2549218237400055,-0.35550275444984436
-0.10375605523586273,-0.3644828200340271
0.06614851206541061,-0.3764151930809021
0.2397564947605133,-0.3728679120540619
0.321234792470932,-0.34772270917892456
0.34404224157333374,-0.29389166831970215
0.3481285870075226,-0.2359904795885086
0.3505098521709442,-0.20506589114665985
