Thabit,E
Eczar-SemiBold,E
0.16031280159950256,0.06389208883047104
0.13854390382766724,0.15372201800346375
0.06582769006490707,0.11145932227373123
-0.14540432393550873,0.11404392868280411
-0.22957830131053925,0.12340429425239563
-0.22572197020053864,0.2936834990978241
-0.2282106727361679,0.5189354419708252
-0.2587515711784363,0.5820111036300659
-0.3863053619861603,0.6068180799484253
-0.22657664120197296,0.5807690024375916
0.16612155735492706,0.5975092649459839
0.372028648853302,0.5515385270118713
0.39231476187705994,0.3863571584224701
0.3625103235244751,0.5286241769790649
0.28691020607948303,0.5887696743011475
-0.08177056908607483,0.5919548869132996
-0.21984946727752686,0.5793912410736084
-0.22637556493282318,0.40058574080467224
-0.22858136892318726,-0.11066305637359619
-0.2264043688774109,-0.3239991366863251
-0.29924771189689636,-0.34753331542015076
-0.37506014108657837,-0.36416488885879517
-0.25747331976890564,-0.33915218710899353
-0.10878827422857285,-0.34797585010528564
0.05730780214071274,-0.36042529344558716
0.23468974232673645,-0.35778841376304626
0.32148581743240356,-0.3340027332305908
0.34620311856269836,-0.2816421687602997
0.3501177132129669,-0.22368304431438446
0.35172173380851746,-0.1918414980173111
