DelaGothicOne-Regular,W
Trykker-Regular,W
0.035318903625011444,-0.436111718416214
0.19680030643939972,0.05015256255865097
0.3304227888584137,0.4344397187232971
0.47549909353256226,0.40974923968315125
0.7359176874160767,-0.5518978834152222
0.5708765983581543,0.06070816516876221
0.4885633885860443,0.3813976049423218
0.4147305190563202,0.4577777087688446
0.3551217317581177,0.4151797890663147
0.30260592699050903,0.38716092705726624
0.22515806555747986,0.4089883267879486
0.12210032343864441,0.4374464154243469
0.009735675528645515,0.4494539797306061
-0.1022472158074379,0.4258393347263336
-0.23173488676548004,0.3882240056991577
-0.3613329827785492,0.3987084627151489
-0.46250468492507935,0.4199441969394684
-0.5420948266983032,0.21943499147891998
-0.6375325918197632,-0.22929808497428894
-0.6963360905647278,-0.45870867371559143
-0.6924856901168823,-0.4609818756580353
-0.6559617519378662,-0.29565972089767456
-0.5800291299819946,0.026349516585469246
-0.498548299074173,0.32625043392181396
-0.42054450511932373,0.44736000895500183
-0.3431522846221924,0.4201134145259857
-0.2518991529941559,0.2443421334028244
-0.16160841286182404,-0.07454212754964828
-0.08658907562494278,-0.2885766923427582
-0.03332008421421051,-0.3689885139465332
