DelaGothicOne-Regular,W
Trykker-Regular,W
0.046295978128910065,-0.47887489199638367
0.2146480679512024,0.06475543230772018
0.3673212230205536,0.5474416017532349
0.4643138647079468,0.5126858353614807
0.7856693863868713,-0.5673571228981018
0.5788066983222961,0.11087991297245026
0.476878821849823,0.47715461254119873
0.3873445391654968,0.5296209454536438
0.3372078835964203,0.45252034068107605
0.29935315251350403,0.39144909381866455
0.2226496934890747,0.41321906447410583
0.11235865950584412,0.44391167163848877
0.0030612589325755835,0.4488256871700287
-0.11149536073207855,0.4235725998878479
-0.24445101618766785,0.40827104449272156
-0.3743612468242645,0.4806373715400696
-0.4588785469532013,0.4808543026447296
-0.5457472801208496,0.16834738850593567
-0.6834535598754883,-0.3277778625488281
-0.7611855864524841,-0.5245064496994019
-0.7526261210441589,-0.5277527570724487
-0.694000780582428,-0.3657177984714508
-0.5929820537567139,0.019842984154820442
-0.48797762393951416,0.3879515826702118
-0.4156479239463806,0.5424989461898804
-0.36732572317123413,0.5364797711372375
-0.2833995819091797,0.3543584942817688
-0.16313472390174866,-0.048128556460142136
-0.06561065465211868,-0.34549304842948914
-0.007026182487607002,-0.4491673707962036
