DelaGothicOne-Regular,W
Trykker-Regular,W
0.050241634249687195,-0.5017997026443481
0.22253678739070892,0.0734284520149231
0.38436928391456604,0.6006826162338257
0.46225976943969727,0.5589956045150757
0.8078821897506714,-0.5736076831817627
0.5846239924430847,0.13350576162338257
0.47368887066841125,0.5177402496337891
0.375236451625824,0.5591567158699036
0.3301115036010742,0.4724385738372803
0.29776161909103394,0.3970223665237427
0.22031953930854797,0.4144710600376129
0.10691872239112854,0.44535350799560547
-0.0030752788297832012,0.44603291153907776
-0.12359454482793808,0.4229014813899994
-0.2618831396102905,0.43628862500190735
-0.38925182819366455,0.5350160002708435
-0.45933017134666443,0.48182621598243713
-0.5684329271316528,0.08318568766117096
-0.7222121953964233,-0.40310540795326233
-0.7987483739852905,-0.5577428340911865
-0.7743723392486572,-0.5574243068695068
-0.708999514579773,-0.36709776520729065
-0.5890136361122131,0.057292334735393524
-0.47270357608795166,0.4445240795612335
-0.4045974314212799,0.5889730453491211
-0.3769785463809967,0.5814110636711121
-0.29178521037101746,0.3884430527687073
-0.15879808366298676,-0.047721825540065765
-0.05060192197561264,-0.38346871733665466
0.006586731877177954,-0.49542737007141113
