DelaGothicOne-Regular,W
Trykker-Regular,W
0.037637077271938324,-0.4459363520145416
0.2007506638765335,0.05360298976302147
0.3384689688682556,0.4592796862125397
0.4728875756263733,0.4324720799922943
0.7474650740623474,-0.5566349029541016
0.5722227692604065,0.0719911977648735
0.48592016100883484,0.40285998582839966
0.4092795252799988,0.47366538643836975
0.3512473702430725,0.4217967987060547
0.30199775099754333,0.38796454668045044
0.22492748498916626,0.41018763184547424
0.12039021402597427,0.439223974943161
0.009078498929738998,0.4500092566013336
-0.10224342346191406,0.42588478326797485
-0.23163355886936188,0.3910183310508728
-0.36095449328422546,0.4115458130836487
-0.4604102075099945,0.4362777769565582
-0.5397267937660217,0.22096143662929535
-0.644145131111145,-0.24269410967826843
-0.7086045742034912,-0.4726604223251343
-0.7058398723602295,-0.47668105363845825
-0.6647721529006958,-0.3178096115589142
-0.5854472517967224,0.015816830098628998
-0.49963653087615967,0.33217719197273254
-0.4229358434677124,0.4666825532913208
-0.34965214133262634,0.4474290907382965
-0.2600496709346771,0.27379661798477173
-0.16331936419010162,-0.06306882202625275
-0.08369635790586472,-0.296410471200943
-0.028331030160188675,-0.3830879330635071
