DelaGothicOne-Regular,W
Trykker-Regular,W
0.042153455317020416,-0.4633001685142517
0.20813292264938354,0.059360653162002563
0.35370686650276184,0.5056455135345459
0.46790459752082825,0.47471559047698975
0.7679611444473267,-0.5630295276641846
0.57521653175354,0.09256565570831299
0.4808759391307831,0.44263947010040283
0.39806899428367615,0.5035858750343323
0.34378787875175476,0.43664589524269104
0.3006531298160553,0.3893583118915558
0.22391946613788605,0.412023663520813
0.11627595126628876,0.44205379486083984
0.0064130364917218685,0.4499765634536743
-0.10549527406692505,0.42491117119789124
-0.2360181212425232,0.397551029920578
-0.3654802441596985,0.4426887631416321
-0.4591098725795746,0.46347492933273315
-0.5394734144210815,0.20567111670970917
-0.6612046360969543,-0.2798960506916046
-0.7341692447662354,-0.49921250343322754
-0.7312302589416504,-0.5038195848464966
-0.6805066466331482,-0.3494945168495178
-0.5917852520942688,0.009135580621659756
-0.4963896870613098,0.3543969392776489
-0.4218332767486572,0.5052499175071716
-0.3595521152019501,0.49591195583343506
-0.273673415184021,0.32061508297920227
-0.16452722251415253,-0.05085079371929169
-0.07559771835803986,-0.3185993731021881
-0.01762661337852478,-0.41514772176742554
