DelaGothicOne-Regular,W
Trykker-Regular,W
0.044309552758932114,-0.47121661901474
0.21151521801948547,0.06203863397240639
0.3607471287250519,0.5271193981170654
0.4659011662006378,0.4942697584629059
0.7771198749542236,-0.5653376579284668
0.5769486427307129,0.10198651999235153
0.4787183403968811,0.46059566736221313
0.39256250858306885,0.5171811580657959
0.34036511182785034,0.4446386694908142
0.2999887466430664,0.3902437686920166
0.22331131994724274,0.4126853942871094
0.11426787823438644,0.443095862865448
0.004792515654116869,0.44951435923576355
-0.10823392868041992,0.4242236614227295
-0.2398342788219452,0.4022025763988495
-0.3695623576641083,0.46110180020332336
-0.4589797556400299,0.4736494719982147
-0.5417261123657227,0.18954746425151825
-0.6717352867126465,-0.3028917908668518
-0.7475863695144653,-0.5120766758918762
-0.7425822019577026,-0.5161460638046265
-0.6875607967376709,-0.35949426889419556
-0.5929522514343262,0.012440524064004421
-0.4926529824733734,0.37004491686820984
-0.4191535711288452,0.5242217779159546
-0.36361655592918396,0.5172462463378906
-0.2790549099445343,0.33898866176605225
-0.16413149237632751,-0.048624761402606964
-0.07075898349285126,-0.3317517340183258
-0.012248089537024498,-0.4321586787700653
