DelaGothicOne-Regular,W
Trykker-Regular,W
0.04801022633910179,-0.48644503951072693
0.21751773357391357,0.06757360696792603
0.37341752648353577,0.5665565729141235
0.46317002177238464,0.529766321182251
0.7936508059501648,-0.569281816482544
0.5807400941848755,0.11919303238391876
0.4753984212875366,0.4922495186328888
0.3826141655445099,0.5407875776290894
0.334384560585022,0.45991724729537964
0.2987622022628784,0.3930339515209198
0.22192825376987457,0.41366875171661377
0.1105194166302681,0.44453632831573486
0.001196840195916593,0.4479703903198242
-0.11518216878175735,0.42306727170944214
-0.24973349273204803,0.41598641872406006
-0.3794821500778198,0.5002126693725586
-0.4588001072406769,0.4846974313259125
-0.5516025424003601,0.14281143248081207
-0.6960647702217102,-0.35348600149154663
-0.7745580077171326,-0.5363234877586365
-0.7612242102622986,-0.538567841053009
-0.6997464895248413,-0.3685595691204071
-0.592125654220581,0.03058486618101597
-0.4828057289123535,0.40711531043052673
-0.41179290413856506,0.5596255660057068
-0.37076622247695923,0.553534746170044
-0.2867988049983978,0.36722418665885925
-0.16171535849571228,-0.04848301410675049
-0.06037202477455139,-0.35913923382759094
-0.002084712265059352,-0.4656623899936676
