DelaGothicOne-Regular,W
Trykker-Regular,W
0.032889362424612045,-0.42528223991394043
0.19266819953918457,0.046001363545656204
0.32217058539390564,0.40860623121261597
0.4777284264564514,0.38594064116477966
0.7233556509017944,-0.5455121994018555
0.5694547295570374,0.048689182847738266
0.4910377860069275,0.35925236344337463
0.4198971390724182,0.4414912164211273
0.35889652371406555,0.408880352973938
0.3030451536178589,0.3861268162727356
0.22495125234127045,0.40758073329925537
0.12309902161359787,0.43542370200157166
0.009477418847382069,0.44838181138038635
-0.10385493189096451,0.4251161515712738
-0.234047070145607,0.3849949538707733
-0.36420950293540955,0.3868323564529419
-0.46640530228614807,0.4016118347644806
-0.545973002910614,0.21158118546009064
-0.6318658590316772,-0.2189575582742691
-0.6840403079986572,-0.44347819685935974
-0.6790809035301208,-0.4424062967300415
-0.6461914777755737,-0.26843300461769104
-0.5729356408119202,0.04256307706236839
-0.49521371722221375,0.323875367641449
-0.4156257212162018,0.42759546637535095
-0.3348881006240845,0.38997331261634827
-0.24278171360492706,0.20943273603916168
-0.15900692343711853,-0.09075820446014404
-0.08840478956699371,-0.2837308347225189
-0.0378057025372982,-0.3567727506160736
