NewTegomin-Regular,B
ShareTech-Regular,B
-0.21489685773849487,-0.5115114450454712
0.05779706686735153,-0.511396050453186
0.19201317429542542,-0.4647345244884491
0.2502632737159729,-0.3814261257648468
0.26351451873779297,-0.2709532380104065
0.22766083478927612,-0.1453331708908081
0.13794714212417603,-0.020053520798683167
-0.01567426696419716,0.0017465372802689672
-0.08483334630727768,0.0033239598851650953
-0.010594615712761879,0.0014617134584113955
0.08776246011257172,-0.0034394427202641964
0.1547381430864334,0.0257422998547554
0.2466815561056137,0.11024736613035202
0.31025898456573486,0.2281673699617386
0.31901612877845764,0.3643571138381958
0.28669142723083496,0.48129427433013916
0.22566232085227966,0.5496572256088257
0.14045172929763794,0.5843379497528076
0.0342220664024353,0.5991531610488892
-0.08841794729232788,0.6003729104995728
-0.19366569817066193,0.5898964405059814
-0.2547924518585205,0.5902953147888184
-0.26584091782569885,0.6008186340332031
-0.2475934624671936,0.5679231882095337
-0.23708556592464447,0.4519878625869751
-0.2333422303199768,0.2145119458436966
-0.23297657072544098,-0.11344124376773834
-0.23616506159305573,-0.3673672676086426
-0.235500767827034,-0.4649536907672882
-0.23473630845546722,-0.4987475872039795
