Signika[wght],Q
Laila-Light,Q
-0.006646907888352871,-0.5430893898010254
0.03153416886925697,-0.5430946350097656
0.10339787602424622,-0.5300169587135315
0.1831326186656952,-0.5046678781509399
0.24697144329547882,-0.46226951479911804
0.30174747109413147,-0.3970767855644226
0.3495895266532898,-0.2992633283138275
0.3820657432079315,-0.16657397150993347
0.3950479328632355,-0.0155441053211689
0.39053425192832947,0.1335059553384781
0.3728043735027313,0.26321694254875183
0.3400951325893402,0.37720176577568054
0.2892158031463623,0.4770281910896301
0.22264885902404785,0.5471358299255371
0.14135761559009552,0.5878634452819824
0.03978748247027397,0.6094503402709961
-0.07737161219120026,0.6066200733184814
-0.18942025303840637,0.5665968656539917
-0.28289440274238586,0.4899025857448578
-0.3473697304725647,0.38072457909584045
-0.38451269268989563,0.23500283062458038
-0.40068039298057556,0.06652862578630447
-0.39793503284454346,-0.09191729873418808
-0.37642502784729004,-0.21985866129398346
-0.3408449590206146,-0.32084885239601135
-0.29731589555740356,-0.39906349778175354
-0.2500659227371216,-0.45342355966567993
-0.20471343398094177,-0.48769611120224
-0.16605688631534576,-0.5085064172744751
-0.1349860429763794,-0.5214881300926208
