Signika[wght],Q
Laila-Light,Q
0.0034131871070712805,-0.5970033407211304
0.06016703322529793,-0.6018630266189575
0.10442870110273361,-0.5909295082092285
0.18331634998321533,-0.5660467147827148
0.2533723711967468,-0.5282198786735535
0.3194749653339386,-0.4732823967933655
0.38234883546829224,-0.3935718834400177
0.43867698311805725,-0.28419795632362366
0.47790056467056274,-0.1621614247560501
0.488020122051239,-0.023833371698856354
0.4701228737831116,0.12720419466495514
0.42800018191337585,0.2681869864463806
0.3624655604362488,0.3904138505458832
0.2715585231781006,0.4985843002796173
0.1588364839553833,0.5832600593566895
0.04555854946374893,0.6255448460578918
-0.05156245082616806,0.6207525730133057
-0.15015190839767456,0.5723890066146851
-0.2541337311267853,0.47957074642181396
-0.34745723009109497,0.34405550360679626
-0.4107450544834137,0.17794591188430786
-0.43743351101875305,0.011241945438086987
-0.431775838136673,-0.12967142462730408
-0.40268152952194214,-0.24954558908939362
-0.3580799698829651,-0.3545231223106384
-0.3054523169994354,-0.4392992854118347
-0.2511870861053467,-0.4980655908584595
-0.2017100602388382,-0.5344647169113159
-0.16139990091323853,-0.5562934875488281
-0.1302751898765564,-0.5699535608291626
