Signika[wght],Q
Laila-Light,Q
0.004346134606748819,-0.6031467318534851
0.0650368258357048,-0.6086264252662659
0.10724128782749176,-0.5976806879043579
0.18598145246505737,-0.5724213719367981
0.25653231143951416,-0.5343621373176575
0.3237094283103943,-0.4794033467769623
0.3879948556423187,-0.400076687335968
0.4460490942001343,-0.29157930612564087
0.4873572587966919,-0.1714860498905182
0.4987490177154541,-0.035066019743680954
0.4808488190174103,0.1162438690662384
0.4374324679374695,0.2600027620792389
0.36931371688842773,0.38490015268325806
0.27418744564056396,0.49547189474105835
0.15739275515079498,0.5831498503684998
0.04416319727897644,0.6267024278640747
-0.05115119367837906,0.6211515665054321
-0.14882627129554749,0.5713149309158325
-0.2534775733947754,0.4770488440990448
-0.34883540868759155,0.3406728208065033
-0.4139234721660614,0.1742728054523468
-0.44124364852905273,0.00752656115218997
-0.4354152977466583,-0.13324134051799774
-0.4056650400161743,-0.253309041261673
-0.3599141538143158,-0.35895103216171265
-0.3059016168117523,-0.44427594542503357
-0.2504796087741852,-0.5032733082771301
-0.20030577480793,-0.5397301912307739
-0.1596834659576416,-0.5615791082382202
-0.12845942378044128,-0.5752655267715454
