Signika[wght],Q
Laila-Light,Q
0.0014605064643546939,-0.5841813087463379
0.05047983303666115,-0.5874428749084473
0.0999661311507225,-0.5765030384063721
0.17922745645046234,-0.5522130727767944
0.24826447665691376,-0.5144789814949036
0.3119516372680664,-0.4589414596557617
0.3718704283237457,-0.3774910569190979
0.4242568612098694,-0.26523691415786743
0.4584170877933502,-0.13784056901931763
0.4652824103832245,0.005096773151308298
0.44704699516296387,0.154623880982399
0.40740612149238586,0.28901776671409607
0.34656423330307007,0.4056398868560791
0.2633042633533478,0.508250892162323
0.15893739461898804,0.5847123265266418
0.04667796939611435,0.6231092214584351
-0.054616779088974,0.6191662549972534
-0.1556503176689148,0.573256254196167
-0.25784561038017273,0.4837195873260498
-0.3458721339702606,0.3509896695613861
-0.40454694628715515,0.18585853278636932
-0.4295056462287903,0.0189206600189209
-0.42410895228385925,-0.12289080023765564
-0.3963071405887604,-0.24261534214019775
-0.3539246916770935,-0.3461502194404602
-0.3039402663707733,-0.42951998114585876
-0.2518825829029083,-0.4875156581401825
-0.20376963913440704,-0.5235939621925354
-0.16409432888031006,-0.5452688336372375
-0.13316570222377777,-0.5588101148605347
