Signika[wght],Q
Laila-Light,Q
-0.0021796042565256357,-0.5640648603439331
0.03794539347290993,-0.5649804472923279
0.09760627150535583,-0.5536093711853027
0.17753291130065918,-0.5294509530067444
0.24461184442043304,-0.4905535578727722
0.3041507601737976,-0.4320157468318939
0.3591175377368927,-0.34492018818855286
0.4035145044326782,-0.22502312064170837
0.42788636684417725,-0.08646470308303833
0.42879727482795715,0.06275203078985214
0.41022005677223206,0.20514079928398132
0.374271035194397,0.3284206986427307
0.31925153732299805,0.43713077902793884
0.24546808004379272,0.5277136564254761
0.15349000692367554,0.5873236656188965
0.04542398825287819,0.6179376244544983
-0.06358350068330765,0.614689290523529
-0.16962461173534393,0.5717810392379761
-0.2679380476474762,0.4885324537754059
-0.34510982036590576,0.3650473356246948
-0.39456769824028015,0.20491577684879303
-0.41623586416244507,0.03606221824884415
-0.41181811690330505,-0.11083565652370453
-0.38646596670150757,-0.2321155071258545
-0.34737879037857056,-0.33368679881095886
-0.30093616247177124,-0.4145468473434448
-0.25168606638908386,-0.4709196090698242
-0.20526200532913208,-0.506216287612915
-0.16630862653255463,-0.5275077819824219
-0.1354760080575943,-0.5407880544662476
