Signika[wght],Q
Laila-Light,Q
0.0052893562242388725,-0.6090452671051025
0.0698213279247284,-0.6149746179580688
0.11036061495542526,-0.6040219664573669
0.18897832930088043,-0.5783611536026001
0.26004064083099365,-0.539971649646759
0.3282044231891632,-0.48481088876724243
0.3938429355621338,-0.4055858850479126
0.453497052192688,-0.297647625207901
0.4965979754924774,-0.1790424883365631
0.5089829564094543,-0.044121287763118744
0.4908870458602905,0.10738316178321838
0.446093887090683,0.25353944301605225
0.37522321939468384,0.3809126615524292
0.27563756704330444,0.49367791414260864
0.15494924783706665,0.5836402177810669
0.0421527624130249,0.6278949975967407
-0.05152559280395508,0.6212764382362366
-0.14850209653377533,0.569777250289917
-0.2537221610546112,0.4741116762161255
-0.3507334291934967,0.33703452348709106
-0.41725096106529236,0.1703687310218811
-0.4449862539768219,0.0035742518957704306
-0.43889856338500977,-0.13710646331310272
-0.408448725938797,-0.2573828101158142
-0.361513614654541,-0.3636215031147003
-0.30608969926834106,-0.44936424493789673
-0.24950453639030457,-0.5084684491157532
-0.19865469634532928,-0.5449008345603943
-0.1577489972114563,-0.5667237043380737
-0.12644268572330475,-0.5804089307785034
