Gorditas-Bold,M
Thabit-Oblique,M
0.45643243193626404,-0.19263866543769836
0.5246894955635071,-0.2923629581928253
0.4990377128124237,-0.22575101256370544
0.4314892292022705,-0.012718435376882553
0.3727019131183624,0.2370055466890335
0.33068761229515076,0.4806026220321655
0.3128243684768677,0.5824965238571167
0.3990677297115326,0.5979489088058472
0.4575405418872833,0.6073144674301147
0.3651738464832306,0.5984292030334473
0.259977787733078,0.6011784076690674
0.1516922116279602,0.617356538772583
-0.036362264305353165,0.6290103197097778
-0.22672633826732635,0.6181245446205139
-0.35636967420578003,0.5885655879974365
-0.4494819939136505,0.6066616177558899
-0.4944683611392975,0.6257826089859009
-0.4169311821460724,0.607790470123291
-0.3638184666633606,0.5762736797332764
-0.33482298254966736,0.46417927742004395
-0.2789821922779083,0.2589266896247864
-0.2218461036682129,-0.01282930001616478
-0.18733495473861694,-0.2176079899072647
-0.1765957474708557,-0.2710510492324829
-0.196329727768898,-0.2670535445213318
-0.22171910107135773,-0.26472797989845276
-0.22590917348861694,-0.26122406125068665
-0.21148870885372162,-0.2549034059047699
-0.18248049914836884,-0.2484145611524582
-0.1367882639169693,-0.2493174970149994
