Gorditas-Bold,M
Thabit-Oblique,M
0.4291088581085205,-0.11680085957050323
0.504774808883667,-0.33157116174697876
0.46887779235839844,-0.24192896485328674
0.3989550471305847,-0.00661400007084012
0.35593461990356445,0.2668716013431549
0.32718896865844727,0.5015429854393005
0.33839482069015503,0.5729427933692932
0.4374178647994995,0.5857764482498169
0.4608078598976135,0.595139741897583
0.34277549386024475,0.5837022066116333
0.23165416717529297,0.5922188758850098
0.0775924026966095,0.6087530255317688
-0.14148002862930298,0.615156888961792
-0.2876979112625122,0.587131679058075
-0.3983748257160187,0.5753839015960693
-0.4754655957221985,0.60915207862854
-0.470292329788208,0.6114569902420044
-0.3893003761768341,0.5802009701728821
-0.35622572898864746,0.48883816599845886
-0.3107302188873291,0.30770397186279297
-0.2577126622200012,0.04718047007918358
-0.22410687804222107,-0.19376283884048462
-0.2083776295185089,-0.2939032018184662
-0.21584701538085938,-0.2961766719818115
-0.23937907814979553,-0.29075315594673157
-0.24958549439907074,-0.2863822877407074
-0.24256403744220734,-0.280825138092041
-0.2267279326915741,-0.27460646629333496
-0.20451399683952332,-0.2681822180747986
-0.170645073056221,-0.2651199996471405
