Gorditas-Bold,M
Thabit-Oblique,M
0.4131796956062317,0.012847826816141605
0.4981928765773773,-0.3571769893169403
0.456699013710022,-0.26720938086509705
0.3768821656703949,-0.027220675721764565
0.33557215332984924,0.25539836287498474
0.317822128534317,0.4863439202308655
0.3460305631160736,0.5569027662277222
0.4465947151184082,0.5746852159500122
0.4542570412158966,0.5891002416610718
0.308565616607666,0.5762096643447876
0.17836637794971466,0.5886210799217224
-0.030639061704277992,0.6077783107757568
-0.23204326629638672,0.5998530387878418
-0.3588377833366394,0.567947268486023
-0.4518672823905945,0.5886801481246948
-0.4827415347099304,0.6074110269546509
-0.4061346650123596,0.5776060819625854
-0.36112746596336365,0.4863286316394806
-0.3187182545661926,0.2976749837398529
-0.2679632604122162,0.02755724824965
-0.23709307610988617,-0.216715008020401
-0.22432482242584229,-0.3149299621582031
-0.23852099478244781,-0.31484952569007874
-0.26934659481048584,-0.30864015221595764
-0.2815697193145752,-0.30321916937828064
-0.272649347782135,-0.29614749550819397
-0.25436243414878845,-0.28860101103782654
-0.23134362697601318,-0.2810293734073639
-0.19887816905975342,-0.27542275190353394
-0.15296657383441925,-0.27702558040618896
