Gorditas-Bold,M
Thabit-Oblique,M
0.3479146361351013,0.5554871559143066
0.435493528842926,-0.45891574025154114
0.33364880084991455,-0.3718207776546478
0.14219626784324646,-0.101261667907238
-0.004741506651043892,0.06232824921607971
-0.05558433756232262,-0.01113741286098957
-0.1363210529088974,-0.17661261558532715
-0.25109297037124634,-0.3133466839790344
-0.3403029143810272,-0.3890343904495239
-0.3749666213989258,-0.41362088918685913
-0.37350478768348694,-0.4197489321231842
-0.3597802221775055,-0.42250484228134155
-0.34645843505859375,-0.42212119698524475
-0.33824923634529114,-0.4154496490955353
-0.3346899151802063,-0.39254310727119446
-0.33523252606391907,-0.3381122052669525
-0.33963802456855774,-0.2466568946838379
-0.3464840054512024,-0.12948866188526154
-0.35338833928108215,0.0031249718740582466
-0.3584997057914734,0.14685796201229095
-0.3618110120296478,0.2925708591938019
-0.36558887362480164,0.41775986552238464
-0.37197428941726685,0.5027855038642883
-0.37908610701560974,0.5511963963508606
-0.3821924030780792,0.5754692554473877
-0.37999334931373596,0.5857141017913818
-0.37488099932670593,0.5894144773483276
-0.36915692687034607,0.5908373594284058
-0.36372965574264526,0.5907451510429382
-0.35890617966651917,0.5894134640693665
