Gorditas-Bold,M
Thabit-Oblique,M
0.34160029888153076,0.5622129440307617
0.4042505919933319,-0.5022333264350891
0.30758121609687805,-0.41530826687812805
0.1292620599269867,-0.13411006331443787
-0.003627820871770382,0.006152686197310686
-0.07118915021419525,-0.05954689159989357
-0.17351050674915314,-0.22628597915172577
-0.2937568426132202,-0.3775365352630615
-0.38369274139404297,-0.45670461654663086
-0.4164234697818756,-0.4791383445262909
-0.4100138545036316,-0.4790059030056
-0.390701025724411,-0.47208818793296814
-0.3732336163520813,-0.4633207619190216
-0.3621922731399536,-0.4507087469100952
-0.3564765155315399,-0.42249444127082825
-0.35511890053749084,-0.3587559461593628
-0.3575975000858307,-0.25155314803123474
-0.362102746963501,-0.11703035980463028
-0.3659585118293762,0.030728841200470924
-0.3673190772533417,0.18482856452465057
-0.3666287362575531,0.3303092122077942
-0.3670559823513031,0.44327399134635925
-0.3709118664264679,0.5146765112876892
-0.3753206133842468,0.5544672012329102
-0.37560397386550903,0.574161946773529
-0.37132182717323303,0.5823326110839844
-0.36489537358283997,0.5855820775032043
-0.35827168822288513,0.5867599844932556
-0.35240840911865234,0.5863969326019287
-0.34754976630210876,0.584882378578186
