Gorditas-Bold,M
Thabit-Oblique,M
0.34495556354522705,0.5643674731254578
0.41816046833992004,-0.4800476133823395
0.31855013966560364,-0.39327940344810486
0.13424132764339447,-0.11910364776849747
-0.003596767084673047,0.027844263240695
-0.06337803602218628,-0.04402425140142441
-0.1580633670091629,-0.2062271386384964
-0.27660903334617615,-0.34736692905426025
-0.36631593108177185,-0.4238760471343994
-0.3992098867893219,-0.44744133949279785
-0.3944409191608429,-0.4501488208770752
-0.37738150358200073,-0.4474634528160095
-0.361789733171463,-0.44245249032974243
-0.35207706689834595,-0.43260037899017334
-0.3473297357559204,-0.4068753123283386
-0.34680378437042236,-0.34728002548217773
-0.3501625657081604,-0.24677957594394684
-0.35578328371047974,-0.11937428265810013
-0.361079603433609,0.022412331774830818
-0.3641691505908966,0.17281676828861237
-0.3653199374675751,0.319090873003006
-0.3673149347305298,0.4368715286254883
-0.37233832478523254,0.5128085613250732
-0.3778565227985382,0.5552129745483398
-0.37916505336761475,0.5762021541595459
-0.37557491660118103,0.5848836898803711
-0.36957231163978577,0.5881448984146118
-0.3632323443889618,0.5893427133560181
-0.3574961721897125,0.5890204906463623
-0.35263174772262573,0.5875202417373657
