Gorditas-Bold,M
Thabit-Oblique,M
0.3968803286552429,0.20089825987815857
0.49624279141426086,-0.38156813383102417
0.447295606136322,-0.297564297914505
0.3364391028881073,-0.055645860731601715
0.27250245213508606,0.2230323851108551
0.26797929406166077,0.43363121151924133
0.31889164447784424,0.5086838006973267
0.4056548774242401,0.5517754554748535
0.36920833587646484,0.5768330693244934
0.1498369723558426,0.5601404905319214
-0.0811726301908493,0.5983167886734009
-0.30076494812965393,0.593993067741394
-0.41656506061553955,0.5663264989852905
-0.4713917076587677,0.5775289535522461
-0.4032110869884491,0.5315724015235901
-0.3472844660282135,0.3695489466190338
-0.3008871078491211,0.10934479534626007
-0.25634458661079407,-0.1637047827243805
-0.23475220799446106,-0.3253571689128876
-0.24052508175373077,-0.35231587290763855
-0.27714118361473083,-0.33868688344955444
-0.30453047156333923,-0.3296504020690918
-0.30390632152557373,-0.32004162669181824
-0.28825852274894714,-0.30975815653800964
-0.2693852484226227,-0.30022308230400085
-0.24994677305221558,-0.2912747859954834
-0.2261582612991333,-0.28274789452552795
-0.18987439572811127,-0.2777688503265381
-0.13963359594345093,-0.28136956691741943
-0.0899350568652153,-0.2920856773853302
