FiraSansExtraCondensed-SemiBoldItalic,C
OpenSansHebrew-Bold,C
0.3276731073856354,0.4933011531829834
0.3524628281593323,0.4710918962955475
0.34810346364974976,0.4666045308113098
0.31133392453193665,0.504899799823761
0.2695634961128235,0.5291389226913452
0.20972225069999695,0.5441998243331909
0.13570958375930786,0.555039644241333
0.05634995922446251,0.5539830923080444
-0.03279292210936546,0.5418580770492554
-0.11898933351039886,0.5099514722824097
-0.185429647564888,0.4496079981327057
-0.231569305062294,0.36683472990989685
-0.2593316435813904,0.2606161832809448
-0.27343279123306274,0.12788674235343933
-0.273611843585968,-0.004511862061917782
-0.26055029034614563,-0.11965882778167725
-0.2341742366552353,-0.21814340353012085
-0.19542667269706726,-0.30476000905036926
-0.14830341935157776,-0.3753708004951477
-0.09917482733726501,-0.426999568939209
-0.05335717648267746,-0.4622907042503357
-0.010552964173257351,-0.48658233880996704
0.036423154175281525,-0.5050001740455627
0.09370608627796173,-0.5191543698310852
0.15569674968719482,-0.5266570448875427
0.21348436176776886,-0.5268428921699524
0.26262059807777405,-0.5222479701042175
0.3018505573272705,-0.5152150392532349
0.3313406705856323,-0.5066765546798706
0.3519372344017029,-0.49640700221061707
