NanumGothic-Regular,T
SingleDay-Regular,T
0.01200936920940876,0.5500918626785278
0.009382717311382294,0.5678461790084839
0.013988681137561798,0.5421841144561768
0.014396481215953827,0.336168110370636
0.016555260866880417,-0.048762377351522446
0.016449136659502983,-0.38899996876716614
0.01712719537317753,-0.5365285277366638
0.03554416075348854,-0.5652627944946289
0.08217258006334305,-0.5706742405891418
0.14416368305683136,-0.5741778612136841
0.20648157596588135,-0.5764343738555908
0.2589348554611206,-0.5774136781692505
0.2976723909378052,-0.5766277313232422
0.32177862524986267,-0.5751444101333618
0.32474246621131897,-0.578045129776001
0.2808152735233307,-0.5793979167938232
0.1772545725107193,-0.5744682550430298
0.050279393792152405,-0.5705032348632812
-0.0689178854227066,-0.5700334310531616
-0.15340308845043182,-0.5714772939682007
-0.200945645570755,-0.5729308128356934
-0.22713014483451843,-0.573878824710846
-0.24384990334510803,-0.5745044350624084
-0.25605499744415283,-0.5750296115875244
-0.2653622627258301,-0.5755325555801392
-0.2725006639957428,-0.5760109424591064
-0.2779832184314728,-0.5764380693435669
-0.2821861803531647,-0.5767726898193359
-0.28540167212486267,-0.5769742727279663
-0.2879020869731903,-0.5770534873008728
