NanumGothic-Regular,T
SingleDay-Regular,T
0.016602961346507072,0.5596562623977661
0.016508938744664192,0.5692561864852905
0.015199772082269192,0.5298063158988953
0.015688730403780937,0.33969995379447937
0.01605132594704628,0.04733388125896454
0.014627553522586823,-0.18667751550674438
0.012537016533315182,-0.2936520278453827
0.01732678711414337,-0.32561156153678894
0.039010364562273026,-0.33421725034713745
0.07758331298828125,-0.3380592465400696
0.12584351003170013,-0.3404739499092102
0.17529156804084778,-0.34207844734191895
0.21878112852573395,-0.34333324432373047
0.2525075078010559,-0.3443376421928406
0.27537840604782104,-0.3460010886192322
0.28261393308639526,-0.34909147024154663
0.25166401267051697,-0.34606269001960754
0.167953222990036,-0.34023532271385193
0.061186615377664566,-0.33782386779785156
-0.041763290762901306,-0.33839547634124756
-0.11736517399549484,-0.33989325165748596
-0.1599939465522766,-0.34071558713912964
-0.18278712034225464,-0.3407186269760132
-0.19706736505031586,-0.3403646647930145
-0.2076413929462433,-0.33995896577835083
-0.21591556072235107,-0.33956873416900635
-0.222349613904953,-0.3391481637954712
-0.22726064920425415,-0.3385993242263794
-0.23098935186862946,-0.33778977394104004
-0.23403304815292358,-0.3367215096950531
