NanumGothic-Regular,T
SingleDay-Regular,T
0.009957223199307919,0.5470157861709595
0.008358596824109554,0.5668198466300964
0.013514753431081772,0.5418428182601929
0.01389657985419035,0.32901880145072937
0.015240940265357494,-0.07642257213592529
0.014841463416814804,-0.4276241958141327
0.016592051833868027,-0.5684510469436646
0.03929515182971954,-0.5919883251190186
0.09185131639242172,-0.5971441864967346
0.15850993990898132,-0.600624680519104
0.22313173115253448,-0.6026670336723328
0.27584829926490784,-0.603070855140686
0.31363970041275024,-0.6013845205307007
0.3349418342113495,-0.5997012257575989
0.32884904742240906,-0.603396475315094
0.2648593783378601,-0.6034616827964783
0.1449969857931137,-0.5984970927238464
0.009594462811946869,-0.5954418778419495
-0.10811026394367218,-0.5957582592964172
-0.1838088482618332,-0.5974178314208984
-0.22457236051559448,-0.5987986326217651
-0.24765843152999878,-0.5996567010879517
-0.26318418979644775,-0.600254476070404
-0.2747950553894043,-0.6007891297340393
-0.2836953103542328,-0.6013091802597046
-0.2905471920967102,-0.6018016934394836
-0.29584401845932007,-0.6022355556488037
-0.2999451160430908,-0.6025699973106384
-0.30313989520072937,-0.6027799844741821
-0.30567681789398193,-0.6029003262519836
